head_idx,layer,head_in_layer,causal_score,score_std,score_sem,time_seconds,peak_memory_gb
54,4,6,0.022014210000634193,0.01769677735865116,0.0025027021765708923,1.3865569999998115,0.413668864
55,4,7,0.04074092209339142,0.032223351299762726,0.004557069856673479,1.5989363999997295,0.413668864
56,4,8,0.011470108292996883,0.010718785226345062,0.0015158650930970907,1.529609100000016,0.413668864
57,4,9,0.020127976313233376,0.01749805361032486,0.0024745985865592957,1.422047100000782,0.413668864
58,4,10,0.016161754727363586,0.01358146220445633,0.0019207088043913245,1.477004900000793,0.413668864
59,4,11,0.045789435505867004,0.03552531078457832,0.005024037789553404,1.4722897999999986,0.413668864
60,5,0,0.04540424048900604,0.035005077719688416,0.004950465634465218,1.441060600000128,0.413607424
61,5,1,0.05025885999202728,0.04929128661751747,0.006970840506255627,1.4813100000001214,0.413607424
62,5,2,0.02429978922009468,0.019356131553649902,0.0027373703196644783,1.3430403000002116,0.413607424
63,5,3,0.018694844096899033,0.017942480742931366,0.0025374500546604395,1.3776127999999517,0.413607424
64,5,4,0.032808300107717514,0.030733712017536163,0.004346403293311596,1.4721337000000858,0.413607424
65,5,5,0.022002894431352615,0.01846550963819027,0.0026114173233509064,1.309479200000169,0.413607424
66,5,6,0.05054831877350807,0.06063152849674225,0.008574592880904675,1.4596527999992759,0.413607424
67,5,7,0.024586820974946022,0.02295173890888691,0.003245866158977151,1.3801579000000856,0.413607424
68,5,8,0.02483651600778103,0.024942494928836823,0.0035274014808237553,1.461613400000715,0.413607424
69,5,9,0.03134259581565857,0.03009035252034664,0.004255418665707111,1.3863647999996829,0.413607424
70,5,10,0.03386761620640755,0.029294190928339958,0.0041428240947425365,1.4633309000000736,0.413607424
71,5,11,0.0362001433968544,0.027817407622933388,0.003933975473046303,1.417981200000213,0.413607424
72,6,0,0.06547439843416214,0.05180264264345169,0.007325999904423952,1.562335399999938,0.413668864
73,6,1,0.026362549513578415,0.022815734148025513,0.0032266320195049047,1.4645084000003408,0.413668864
74,6,2,0.02936664968729019,0.027115095406770706,0.0038346536457538605,1.4532724999999118,0.413668864
75,6,3,0.02581033483147621,0.025464367121458054,0.003601205302402377,1.3227196999996522,0.413668864
76,6,4,0.0206399317830801,0.02043166570365429,0.0028894739225506783,1.4344309999996767,0.413668864
77,6,5,0.024368176236748695,0.023192554712295532,0.003279922530055046,1.497977500000161,0.413668864
78,6,6,0.027952969074249268,0.029343686997890472,0.0041498239152133465,1.5450206000004982,0.413668864
79,6,7,0.02836534194648266,0.03065025806427002,0.004334601107984781,1.546616399999948,0.413668864
80,6,8,0.03244265913963318,0.03742334991693497,0.005292460788041353,1.3091692999996667,0.413668864
81,6,9,0.03448668122291565,0.026003627106547356,0.003677468281239271,0.8592742999999246,0.413668864
82,6,10,0.02443835325539112,0.02165169082581997,0.0030620114412158728,0.8600610000003144,0.413668864
83,6,11,0.023908911272883415,0.021709775552153587,0.003070225939154625,0.867667800000163,0.413668864
84,7,0,0.03761688619852066,0.02961849980056286,0.004188688471913338,0.8712552000006326,0.413607424
85,7,1,0.026958782225847244,0.020560231059789658,0.002907655667513609,1.2816463999997723,0.413607424
86,7,2,0.026726383715867996,0.024502094835042953,0.003465119516476989,1.4936946999996508,0.413607424
87,7,3,0.022098436951637268,0.019192392006516457,0.0027142141479998827,1.465892299999723,0.413607424
88,7,4,0.029789796099066734,0.026843080297112465,0.003796184901148081,1.464227600000413,0.413607424
89,7,5,0.055083051323890686,0.05170974135398865,0.0073128617368638515,1.5580117999998038,0.413607424
90,7,6,0.026859235018491745,0.020624777302145958,0.0029167840257287025,1.471479800000452,0.413607424
91,7,7,0.026186298578977585,0.023130929097533226,0.003271207446232438,1.4998565999994753,0.413607424
92,7,8,0.028359245508909225,0.02775757387280464,0.003925513941794634,1.4798547999998846,0.413607424
93,7,9,0.021757081151008606,0.017563633620738983,0.0024838729295879602,1.7217950000003839,0.413607424
94,7,10,0.03527434170246124,0.03278540074825287,0.004636555910110474,1.5905562999996619,0.413607424
95,7,11,0.024748878553509712,0.024883948266506195,0.00351912179030478,1.5915246000004117,0.413607424
96,8,0,0.03121749870479107,0.02185562625527382,0.0030908524058759212,1.3672073999996428,0.413668864
97,8,1,0.02461065724492073,0.01942107453942299,0.0027465547900646925,1.6182152000001224,0.413668864
98,8,2,0.03782761096954346,0.03843766450881958,0.005435906816273928,1.768020699999397,0.413668864
99,8,3,0.026046575978398323,0.02190728671848774,0.0030981581658124924,1.48767719999978,0.413668864
100,8,4,0.023709723725914955,0.015095376409590244,0.002134808572009206,1.5268699000007473,0.413668864
101,8,5,0.026501759886741638,0.0309154000133276,0.00437209801748395,1.4064883000000918,0.413668864
102,8,6,0.02682177722454071,0.02581576444208622,0.0036509004421532154,1.4802982999999585,0.413668864
103,8,7,0.024309515953063965,0.02392512746155262,0.00338352401740849,1.486837999999807,0.413668864
104,8,8,0.0325700119137764,0.025965915992856026,0.0036721350625157356,1.5694557999995595,0.413668864
105,8,9,0.02860846556723118,0.02390560321509838,0.003380762878805399,1.6148375000002488,0.413668864
106,8,10,0.017278825864195824,0.013416596688330173,0.0018973932601511478,1.6574963000002754,0.413668864
107,8,11,0.03774898499250412,0.03405462205410004,0.004816050641238689,1.6467596000002231,0.413668864
108,9,0,0.040328074246644974,0.030240288004279137,0.004276622552424669,1.37389340000027,0.413607424
109,9,1,0.04235166683793068,0.042599961161613464,0.0060245441272854805,1.441865599999801,0.413607424
110,9,2,0.03160644695162773,0.024545328691601753,0.0034712336491793394,1.316688900000372,0.413607424
111,9,3,0.023815762251615524,0.020572097972035408,0.002909333910793066,1.463895500000035,0.413607424
112,9,4,0.031487807631492615,0.023382067680358887,0.003306723665446043,1.5123179000001983,0.413607424
113,9,5,0.02186594158411026,0.017196983098983765,0.002432020613923669,1.3950316999998904,0.413607424
114,9,6,0.022700395435094833,0.02165408246219158,0.003062349744141102,1.3903170000003229,0.413607424
115,9,7,0.01692258194088936,0.02025558240711689,0.002864571986719966,1.3395275000002584,0.413607424
116,9,8,0.022420814260840416,0.016973275691270828,0.002400383586063981,1.390494299999773,0.413607424
117,9,9,0.03211730718612671,0.027603665366768837,0.003903747769072652,1.4983498999999938,0.413607424
118,9,10,0.029379157349467278,0.027887584641575813,0.003943900112062693,1.3732971999997972,0.413607424
119,9,11,0.03832007944583893,0.031720612198114395,0.004485972225666046,1.5520627000005334,0.413607424
120,10,0,0.03047412820160389,0.024734316393733025,0.0034979605115950108,1.513811199999509,0.413668864
121,10,1,0.017907198518514633,0.014708472415804863,0.002080092206597328,1.406133200000113,0.413668864
122,10,2,0.04029158502817154,0.03045828267931938,0.004307451657950878,1.471516700000393,0.413668864
123,10,3,0.03696785494685173,0.030909322202205658,0.00437123840674758,1.4891429999997854,0.413668864
124,10,4,0.03204086795449257,0.03001410700380802,0.004244635812938213,1.5005677999997715,0.413668864
125,10,5,0.048952989280223846,0.037329792976379395,0.005279229953885078,1.3761187999998583,0.413668864
126,10,6,0.03963980823755264,0.03157368674874306,0.0044651934877038,1.3804853999999978,0.413668864
127,10,7,0.051213327795267105,0.037935636937618256,0.005364909302443266,1.4049633000004178,0.413668864
128,10,8,0.03203510120511055,0.026945682242512703,0.00381069490686059,1.5005109999992783,0.413668864
129,10,9,0.03038809448480606,0.02405223809182644,0.0034015001729130745,1.4325700999997935,0.413668864
130,10,10,0.033696435391902924,0.026989419013261795,0.0038168802857398987,1.410301900000377,0.413668864
131,10,11,0.020979641005396843,0.019484642893075943,0.002755544614046812,1.383031000000301,0.413668864
132,11,0,0.12455620616674423,0.12255746126174927,0.01733224280178547,1.3991582999997263,0.413607424
133,11,1,0.09203832596540451,0.08739261329174042,0.012359182350337505,1.4051096999992296,0.413607424
134,11,2,0.08105804771184921,0.06383778899908066,0.009028026834130287,1.3680955999998332,0.413607424
135,11,3,0.06906339526176453,0.06923925131559372,0.009791908785700798,1.3955351000004157,0.413607424
136,11,4,0.07297322899103165,0.053083017468452454,0.0075070722959935665,1.4119981000003463,0.413607424
137,11,5,0.06278233230113983,0.06947401911020279,0.00982511043548584,1.6230550000000221,0.413607424
138,11,6,0.11898766458034515,0.11661683022975922,0.01649210974574089,1.5860929999998916,0.413607424
139,11,7,0.08388161659240723,0.07036098837852478,0.0099505465477705,1.6081229999999778,0.413607424
140,11,8,0.09341045469045639,0.11176202446222305,0.01580553688108921,1.3787601999993058,0.413607424
141,11,9,0.09170518815517426,0.08715330064296722,0.012325338087975979,0.8872120999994877,0.413607424
142,11,10,0.04979307949542999,0.04409167543053627,0.006235504522919655,0.9076428000007581,0.413607424
143,11,11,0.06898926943540573,0.06441168487071991,0.009109187871217728,0.8924645999995846,0.413607424
