head_idx,layer,head_in_layer,causal_score,score_std,score_sem,time_seconds,peak_memory_gb
0,0,0,0.00288434443064034,0.003585217287763953,0.0005070262704975903,1.5444454000007681,0.413668864
1,0,1,0.0016456528101116419,0.0016283701406791806,0.00023028631403576583,1.483977199999572,0.413668864
2,0,2,0.00998078566044569,0.019921086728572845,0.0028172670863568783,1.4134593999997378,0.413668864
3,0,3,0.10919465869665146,0.1049719750881195,0.014845279045403004,1.4097195000003921,0.413668864
4,0,4,0.0023219669237732887,0.002802520990371704,0.00039633631240576506,1.4275705999998536,0.413668864
5,0,5,0.0,0.0,0.0,1.4890815000007933,0.413668864
6,0,6,0.0023574752267450094,0.002721803728491068,0.0003849211789201945,1.3915845000001354,0.413668864
7,0,7,0.0,0.0,0.0,1.4024743999998464,0.413668864
8,0,8,0.002073955023661256,0.0021775413770228624,0.00030795086058788,1.4227742000002763,0.413668864
9,0,9,0.04758359491825104,0.06295763701200485,0.008903554640710354,1.491271500000039,0.413668864
10,0,10,0.010629896074533463,0.028303956612944603,0.004002783913165331,1.4977846000001591,0.413668864
11,0,11,0.002912127412855625,0.003210102440789342,0.0004539770307019353,1.317098100000294,0.413668864
12,1,0,0.09574201703071594,0.07426246255636215,0.01050229836255312,1.501175699999294,0.413607424
13,1,1,0.007023966871201992,0.007230674847960472,0.0010225718142464757,1.3792626999993445,0.413607424
14,1,2,0.005754762329161167,0.005283258855342865,0.0007471656426787376,1.5813004999999976,0.413607424
15,1,3,0.05862918496131897,0.04487483575940132,0.006346260197460651,1.47098780000033,0.413607424
16,1,4,0.00979729276150465,0.01267800759524107,0.0017929410096257925,1.5644448999992164,0.413607424
17,1,5,0.01810859516263008,0.014065549708902836,0.0019891690462827682,1.3868169999996098,0.413607424
18,1,6,0.0021217765752226114,0.002123755170032382,0.000300344341667369,1.5198214000001826,0.413607424
19,1,7,0.009457981213927269,0.012832798063755035,0.0018148317467421293,1.521711200000027,0.413607424
20,1,8,0.027627456933259964,0.022969787940382957,0.0032484184484928846,1.6098246999999901,0.413607424
21,1,9,0.003884649369865656,0.004275179002434015,0.000604601635131985,1.4513918000002377,0.413607424
22,1,10,0.009821481071412563,0.01081585232168436,0.0015295925550162792,1.6106159000000844,0.413607424
23,1,11,0.008100548759102821,0.008098415099084377,0.0011452888138592243,1.6254659999995056,0.413607424
24,2,0,0.052523158490657806,0.04904598742723465,0.006936150137335062,1.581312500000422,0.413668864
25,2,1,0.06297238171100616,0.047291435301303864,0.006688018795102835,1.5281748999996125,0.413668864
26,2,2,0.020740395411849022,0.022447004914283752,0.003174485871568322,1.3963637000006202,0.413668864
27,2,3,0.03595319017767906,0.02745102345943451,0.0038821608759462833,1.4013983000004373,0.413668864
28,2,4,0.0590880922973156,0.05399646982550621,0.00763625418767333,1.5094917999995232,0.413668864
29,2,5,0.01407410018146038,0.013090269640088081,0.0018512436654418707,1.435012099999767,0.413668864
30,2,6,0.025986600667238235,0.025432612746953964,0.003596714697778225,1.4683222999992722,0.413668864
31,2,7,0.04022951051592827,0.03628881648182869,0.005132013466209173,1.411624400000619,0.413668864
32,2,8,0.024010872468352318,0.021352747455239296,0.0030197345186024904,1.4032055999996373,0.413668864
33,2,9,0.01432727463543415,0.015357083640992641,0.0021718195639550686,1.5485373999999865,0.413668864
34,2,10,0.011537780985236168,0.010467044077813625,0.0014802635414525867,1.3879428999998709,0.413668864
35,2,11,0.02594975009560585,0.022883063182234764,0.0032361538615077734,1.5351193999995303,0.413668864
36,3,0,0.018480781465768814,0.015469523146748543,0.0021877209655940533,1.3754218000003675,0.413607424
37,3,1,0.008938496932387352,0.008489958010613918,0.0012006614124402404,1.6019218999999794,0.413607424
38,3,2,0.06760869175195694,0.06499174237251282,0.009191220626235008,1.549656799999866,0.413607424
39,3,3,0.018051154911518097,0.017962241545319557,0.0025402444880455732,1.5380550999998377,0.413607424
40,3,4,0.016758622601628304,0.012205763719975948,0.0017261556349694729,1.3668918999992457,0.413607424
41,3,5,0.04244837164878845,0.03964995592832565,0.00560735072940588,1.4577736999999615,0.413607424
42,3,6,0.040684718638658524,0.03365923464298248,0.004760134499520063,1.4273702000000412,0.413607424
43,3,7,0.040891941636800766,0.039206478744745255,0.005544633604586124,1.5260831000005055,0.413607424
44,3,8,0.012811075896024704,0.010220232419669628,0.0014453590847551823,1.399492200000168,0.413607424
45,3,9,0.04404730722308159,0.04044602811336517,0.00571993226185441,1.5433507999996436,0.413607424
46,3,10,0.012419232167303562,0.013704381883144379,0.001938092289492488,1.5134385999999722,0.413607424
47,3,11,0.025478847324848175,0.025910573080182076,0.003664308460429311,1.6273744000000079,0.413607424
48,4,0,0.027247490361332893,0.02396852895617485,0.0033896618988364935,1.4102024999992864,0.413668864
49,4,1,0.027461638674139977,0.024002641439437866,0.0033944861497730017,1.5019060000004174,0.413668864
50,4,2,0.037552863359451294,0.032864123582839966,0.004647688940167427,1.4872449000004053,0.413668864
51,4,3,0.02434966154396534,0.0234751645475626,0.0033198895398527384,1.4272338999999192,0.413668864
52,4,4,0.03629361465573311,0.03340167552232742,0.004723710473626852,1.4503654000000097,0.413668864
53,4,5,0.030114011839032173,0.03025124780833721,0.004278172273188829,1.5804933999997957,0.413668864
